dec ra err type kind energy time
47.86165 230.8578 0 null gamma_ray 62.04078 1498093178.9075
44.35458 240.084 0 null gamma_ray 53.21798 1498093179.3836
21.5771 267.3762 0 null gamma_ray 341.2493 1498093180.1485
46.19679 243.719 0 null gamma_ray 101.1314 1498093180.3317
32.51809 253.4002 0 null gamma_ray 341.054 1498093180.6198
46.33361 311.4056 0 null gamma_ray 217.0091 1498093181.1542
46.49041 86.34048 0 null gamma_ray 125.2139 1498093181.2299
51.68143 63.81058 0 null gamma_ray 94.46068 1498093181.3924
44.52689 214.084 0 null gamma_ray 3035.66 1498093182.1734
45.74776 218.9892 0 null gamma_ray 420.2174 1498093182.6545
26.49839 264.3923 0 null gamma_ray 833.5297 1498093182.8197
27.99538 67.82424 0 null gamma_ray 190.8486 1498093183.2025
19.55076 269.6821 0 null gamma_ray 304.2881 1498093183.2474
36.01239 242.8906 0 null gamma_ray 1102.942 1498093183.911
31.44061 251.9168 0 null gamma_ray 597.2672 1498093183.9313
37.88296 237.8331 0 null gamma_ray 241.7226 1498093184.1525
38.67886 195.0806 0 null gamma_ray 203.7924 1498093184.1845
17.44523 63.5935 0 null gamma_ray 277.1564 1498093184.2195
72.24049 1.657422 0 null gamma_ray 2221.677 1498093184.2801
16.11681 299.4291 0 null gamma_ray 238.5377 1498093184.5483
38.24413 248.3904 0 null gamma_ray 316.0005 1498093184.5638
30.66772 32.101 0 null gamma_ray 27.52097 1498093184.6029
54.50673 36.1753 0 null gamma_ray 440.1108 1498093184.6109
50.78441 331.7196 0 null gamma_ray 502.0641 1498093184.8433
43.90809 213.0563 0 null gamma_ray 300.3755 1498093184.9659
48.16558 4.433703 0 null gamma_ray 30.36032 1498093185.1559
59.02401 77.18568 0 null gamma_ray 305.0029 1498093185.3862
39.30555 320.2537 0 null gamma_ray 277.5739 1498093185.7689
26.26227 258.7841 0 null gamma_ray 916.8018 1498093185.8713
50.33618 163.2384 0 null gamma_ray 22.98283 1498093185.9203
25.08403 267.1995 0 null gamma_ray 117.1795 1498093186.104
7.299239 30.34374 0 null gamma_ray 171.931 1498093186.1835
74.21648 244.9856 0 null gamma_ray 37.27699 1498093186.5162
28.12395 250.847 0 null gamma_ray 70.02291 1498093186.7036
45.95093 184.2905 0 null gamma_ray 147.8742 1498093186.8072
43.69409 227.4243 0 null gamma_ray 1016.755 1498093186.8217
45.3264 262.9565 0 null gamma_ray 60.25622 1498093187.7561
32.93164 249.0591 0 null gamma_ray 1854.803 1498093187.8847
29.46872 259.958 0 null gamma_ray 236.0542 1498093188.1265
76.55589 198.3493 0 null gamma_ray 588.7354 1498093188.4564
59.91222 52.98537 0 null gamma_ray 214.7009 1498093188.5725
38.64323 334.6757 0 null gamma_ray 43.00029 1498093188.7518
53.66283 97.73396 0 null gamma_ray 158.9768 1498093188.8126
41.68467 253.379 0 null gamma_ray 168.7261 1498093189.2449
38.513 245.7983 0 null gamma_ray 723.9449 1498093189.4056
48.63406 90.81657 0 null gamma_ray 141.3327 1498093189.5036
44.53185 12.19198 0 null gamma_ray 107.2291 1498093190.4233
41.70035 247.8539 0 null gamma_ray 143.9103 1498093190.6815
38.42973 12.85236 0 null gamma_ray 261.4374 1498093190.7056
40.66662 222.9069 0 null gamma_ray 141.7115 1498093190.7437
46.87331 250.8671 0 null gamma_ray 106.8436 1498093190.8147
37.67577 191.9262 0 null gamma_ray 218.907 1498093191.4224
44.87582 225.8108 0 null gamma_ray 126.8151 1498093191.5808
28.37036 261.2057 0 null gamma_ray 618.1342 1498093191.5842
43.2682 231.9361 0 null gamma_ray 181.2889 1498093191.9025
35.09969 306.5208 0 null gamma_ray 93.89201 1498093192.057
11.61034 83.37096 0 null gamma_ray 504.8375 1498093192.5542
80.82563 248.7935 0 null gamma_ray 185.7132 1498093192.6722
38.23922 218.8939 0 null gamma_ray 237.2694 1498093192.7617
36.70098 249.5675 0 null gamma_ray 635.4272 1498093193.4042
34.89824 245.1243 0 null gamma_ray 129.7166 1498093193.625
33.21158 208.5126 0 null gamma_ray 284.5117 1498093193.8743
35.06712 242.5685 0 null gamma_ray 310.4887 1498093194.2705
33.75743 256.2785 0 null gamma_ray 1020.811 1498093194.5111
27.28784 263.3439 0 null gamma_ray 1068.671 1498093194.5526
38.11331 197.9623 0 null gamma_ray 39.55022 1498093194.9806
42.21687 230.9757 0 null gamma_ray 1188.831 1498093195.2828
33.62489 255.3981 0 null gamma_ray 293.8596 1498093195.6199
34.77959 60.28025 0 null gamma_ray 322.179 1498093195.624
45.86576 230.6106 0 null gamma_ray 91.1686 1498093196.4458
61.23175 26.36606 0 null gamma_ray 29.14283 1498093196.4911
47.52761 233.1465 0 null gamma_ray 69.64262 1498093196.568
57.87537 350.5216 0 null gamma_ray 115.3967 1498093196.9855
32.33892 271.7101 0 null gamma_ray 69.25745 1498093197.0798
53.95829 235.9394 0 null gamma_ray 74.92014 1498093197.4632
33.89389 60.78903 0 null gamma_ray 686.1758 1498093198.163
34.90163 236.7231 0 null gamma_ray 399.159 1498093198.2242
44.25351 214.9898 0 null gamma_ray 591.0473 1498093198.3059
43.27278 220.9074 0 null gamma_ray 185.7959 1498093198.3818
36.30356 215.0038 0 null gamma_ray 640.4611 1498093198.4355
39.60905 242.9439 0 null gamma_ray 301.3839 1498093199.3375
47.84766 236.797 0 null gamma_ray 127.935 1498093199.4181
34.33271 348.0559 0 null gamma_ray 1250.482 1498093199.4269
41.96384 229.3443 0 null gamma_ray 320.6918 1498093199.6526
42.9329 214.1552 0 null gamma_ray 184.7058 1498093200.52
41.18064 228.867 0 null gamma_ray 157.6076 1498093200.6558
42.14242 35.94739 0 null gamma_ray 71.29415 1498093200.7189
35.03363 219.8886 0 null gamma_ray 359.6258 1498093200.8836
31.61718 251.275 0 null gamma_ray 143.9879 1498093201.0246
24.99762 266.3842 0 null gamma_ray 3588.173 1498093201.4729
41.17924 226.8025 0 null gamma_ray 990.5594 1498093201.5198
53.36517 0.4457003 0 null gamma_ray 68.57342 1498093201.8105
44.56263 225.5875 0 null gamma_ray 1514.578 1498093201.8409
34.73619 252.8978 0 null gamma_ray 273.6238 1498093202.1105
44.62948 211.0165 0 null gamma_ray 216.6768 1498093202.555
37.37122 236.8585 0 null gamma_ray 254.9454 1498093203.2142
44.97831 209.426 0 null gamma_ray 386.8859 1498093203.2415
30.60207 252.4081 0 null gamma_ray 90.58174 1498093203.8854
67.97968 104.9471 0 null gamma_ray 56.12405 1498093204.0865
23.6998 267.421 0 null gamma_ray 343.0189 1498093204.1453
22.29357 267.8647 0 null gamma_ray 624.3108 1498093204.3119
30.05865 263.0638 0 null gamma_ray 1274.867 1498093204.3895
36.65839 305.2613 0 null gamma_ray 1728.977 1498093204.7872
31.40452 238.2903 0 null gamma_ray 357.5624 1498093205.1666
22.07603 266.8431 0 null gamma_ray 971.8373 1498093205.198
42.6418 188.745 0 null gamma_ray 284.2741 1498093205.2205
20.92517 36.08242 0 null gamma_ray 38.3269 1498093205.303
22.89405 269.5161 0 null gamma_ray 759.3963 1498093205.5187
38.71835 176.3109 0 null gamma_ray 97.05143 1498093205.5908
40.2177 226.2803 0 null gamma_ray 1205.683 1498093205.7757
44.50259 215.491 0 null gamma_ray 647.0538 1498093205.8435
33.76945 251.5586 0 null gamma_ray 266.4037 1498093205.8563
38.2936 0.6889923 0 null gamma_ray 280.1677 1498093206.4174
56.70198 198.0965 0 null gamma_ray 114.9518 1498093206.4256
29.54288 263.3228 0 null gamma_ray 2857.115 1498093206.5359
34.90027 244.2343 0 null gamma_ray 215.3014 1498093206.6833
34.7713 254.3606 0 null gamma_ray 578.1931 1498093206.7237
24.06918 265.9476 0 null gamma_ray 344.255 1498093207.0375
43.50801 223.3203 0 null gamma_ray 867.2318 1498093207.3408
39.38602 244.7347 0 null gamma_ray 814.5774 1498093207.9267
42.38429 198.1368 0 null gamma_ray 6392.308 1498093208.0367
34.86499 244.2924 0 null gamma_ray 752.8441 1498093208.1325
30.04868 258.1252 0 null gamma_ray 347.2414 1498093208.2811
35.74568 242.4276 0 null gamma_ray 599.2795 1498093208.7276
79.76556 95.94579 0 null gamma_ray 243.8321 1498093209.0578
30.80461 260.5426 0 null gamma_ray 5780.115 1498093209.6492
24.18315 340.9255 0 null gamma_ray 111.1417 1498093210.4153
34.26831 241.7708 0 null gamma_ray 176.7982 1498093210.4869
21.83453 273.3899 0 null gamma_ray 404.4374 1498093210.5332
30.64775 253.1964 0 null gamma_ray 306.6581 1498093210.781
33.15282 61.34134 0 null gamma_ray 34.92598 1498093210.9256
39.14974 242.9909 0 null gamma_ray 358.9476 1498093211.3114
38.01657 247.0143 0 null gamma_ray 2578.258 1498093211.5756
42.63168 231.8227 0 null gamma_ray 318.7275 1498093211.6215
29.64479 259.0043 0 null gamma_ray 255.4034 1498093212.0765
37.72262 245.0588 0 null gamma_ray 353.3824 1498093212.2947
23.7286 264.469 0 null gamma_ray 333.2616 1498093213.0085
31.13373 252.4812 0 null gamma_ray 294.2629 1498093213.1042
37.43077 245.7153 0 null gamma_ray 403.5284 1498093213.2552
29.27817 249.047 0 null gamma_ray 177.0531 1498093213.3
42.92998 314.7756 0 null gamma_ray 2062.563 1498093213.3369
32.92652 256.9418 0 null gamma_ray 31794.77 1498093213.3853
36.14232 81.79166 0 null gamma_ray 130.3358 1498093213.689
44.18607 208.5127 0 null gamma_ray 387.5443 1498093214.1304
36.01166 223.5667 0 null gamma_ray 412.7318 1498093214.2441
44.63165 322.978 0 null gamma_ray 148.8167 1498093214.3812
33.61246 213.8806 0 null gamma_ray 276.8032 1498093214.8529
43.69777 207.3245 0 null gamma_ray 272.9121 1498093214.9108
37.56073 255.1519 0 null gamma_ray 73.39826 1498093215.0114
27.68911 264.9716 0 null gamma_ray 220.9772 1498093215.121
41.61741 196.9555 0 null gamma_ray 381.2937 1498093215.3352
35.77778 257.8531 0 null gamma_ray 792.2245 1498093215.4593
39.77095 191.4413 0 null gamma_ray 213.1858 1498093215.6628
43.66473 228.4285 0 null gamma_ray 743.0358 1498093215.9798
34.69086 242.5105 0 null gamma_ray 369.2512 1498093216.1101
36.41925 230.0005 0 null gamma_ray 294.6169 1498093216.3351
60.72936 180.8155 0 null gamma_ray 146.8325 1498093216.3557
38.09361 0.3451409 0 null gamma_ray 411.4129 1498093216.8026
40.76589 222.8995 0 null gamma_ray 223.3701 1498093216.9188
37.29446 231.4492 0 null gamma_ray 592.6462 1498093216.9486
38.70208 233.9977 0 null gamma_ray 230.2689 1498093217.0468
37.21183 249.5228 0 null gamma_ray 1348.485 1498093217.3627
34.79336 240.2106 0 null gamma_ray 449.2231 1498093217.4473
55.24073 286.1344 0 null gamma_ray 999.5338 1498093217.61
58.01217 43.83001 0 null gamma_ray 125.9726 1498093217.8284
43.48317 206.1443 0 null gamma_ray 197.651 1498093217.9395
43.30563 210.2445 0 null gamma_ray 148.5908 1498093217.9416
43.26271 235.0776 0 null gamma_ray 147.5924 1498093217.9738
75.34795 4.576239 0 null gamma_ray 165.6599 1498093217.9778
35.18286 239.9204 0 null gamma_ray 153.616 1498093218.0534
41.63669 240.0395 0 null gamma_ray 1623.638 1498093218.3568
39.61285 215.6825 0 null gamma_ray 1360.126 1498093218.8068
35.57683 241.2256 0 null gamma_ray 336.1484 1498093218.9035
35.6336 212.0646 0 null gamma_ray 433.7659 1498093219.8544
33.59513 68.23811 0 null gamma_ray 137.9269 1498093219.9646
56.46987 11.31316 0 null gamma_ray 126.8134 1498093220.4562
32.08265 257.6838 0 null gamma_ray 87.80893 1498093220.4915
30.71976 254.9027 0 null gamma_ray 336.42 1498093220.7209
35.99936 251.8014 0 null gamma_ray 642.0989 1498093221.1531
33.70517 254.8888 0 null gamma_ray 98.63724 1498093221.3461
39.06097 214.7689 0 null gamma_ray 284.7722 1498093221.4286
39.01303 308.1489 0 null gamma_ray 2197.716 1498093221.6841
34.21906 213.6273 0 null gamma_ray 309.3587 1498093221.7402
59.82035 47.49217 0 null gamma_ray 876.009 1498093221.8457
36.64732 247.6075 0 null gamma_ray 51.62215 1498093221.9067
46.33208 204.7259 0 null gamma_ray 143.2026 1498093222.2226
54.20792 225.4802 0 null gamma_ray 42.91941 1498093222.7934
43.75685 226.6666 0 null gamma_ray 362.5082 1498093223.1073
41.39612 240.7991 0 null gamma_ray 198.4604 1498093223.4487
79.68471 292.0703 0 null gamma_ray 25.95159 1498093223.5375
34.72206 253.5863 0 null gamma_ray 338.0967 1498093224.1627
34.38092 262.498 0 null gamma_ray 388.7453 1498093224.8322
29.81281 265.4615 0 null gamma_ray 818.7144 1498093225.0459
45.73187 205.8871 0 null gamma_ray 115.5925 1498093225.2012
26.03066 255.982 0 null gamma_ray 373.3928 1498093225.5176
31.70513 255.6243 0 null gamma_ray 227.5792 1498093225.5776
34.73558 257.1884 0 null gamma_ray 2105.701 1498093225.6729
33.00047 262.3721 0 null gamma_ray 559.989 1498093225.7018
62.18919 39.61762 0 null gamma_ray 424.5937 1498093226.0231
44.99026 116.9905 0 null gamma_ray 95.85916 1498093226.3752
39.92744 248.82 0 null gamma_ray 1131.698 1498093227.1896
45.45781 300.1493 0 null gamma_ray 407.8171 1498093227.6056
43.07975 309.4441 0 null gamma_ray 1017.86 1498093227.6409
80.77103 181.056 0 null gamma_ray 91.36846 1498093228.337
38.81543 213.6363 0 null gamma_ray 79.94601 1498093228.4424
32.51181 183.1847 0 null gamma_ray 363.2458 1498093230.0233
67.26612 42.31164 0 null gamma_ray 61.66256 1498093230.0321
39.13857 248.9948 0 null gamma_ray 158.4119 1498093230.2767
41.84827 233.0663 0 null gamma_ray 298.1417 1498093230.6121
40.1931 212.0522 0 null gamma_ray 229.8647 1498093230.8047
41.69762 207.6017 0 null gamma_ray 274.6581 1498093230.9738
41.14149 240.9259 0 null gamma_ray 417.999 1498093231.2472
42.84021 311.5914 0 null gamma_ray 285.9431 1498093231.3311
40.47929 209.7935 0 null gamma_ray 716.9721 1498093231.7761
38.25219 245.7148 0 null gamma_ray 220.0836 1498093232.047
31.57661 250.0166 0 null gamma_ray 261.6976 1498093232.0778
67.9698 314.8266 0 null gamma_ray 1876.099 1498093232.2032
38.2986 247.2323 0 null gamma_ray 218.0502 1498093232.4381
39.25034 71.03082 0 null gamma_ray 30.99039 1498093232.63
28.82382 262.796 0 null gamma_ray 1181.738 1498093232.8361
44.4968 224.9554 0 null gamma_ray 1681.431 1498093233.069
45.61954 210.8248 0 null gamma_ray 65.11692 1498093233.1689
33.17904 253.1927 0 null gamma_ray 427.0184 1498093233.2838
25.02369 268.9849 0 null gamma_ray 693.4081 1498093233.3898
36.79213 291.3768 0 null gamma_ray 22.81469 1498093233.4105
36.66946 249.3134 0 null gamma_ray 293.441 1498093234.1286
27.46777 84.88584 0 null gamma_ray 263.8921 1498093234.521
38.81042 187.293 0 null gamma_ray 197.9992 1498093234.6966
42.9202 217.4054 0 null gamma_ray 644.3407 1498093235.1104
42.3454 239.3358 0 null gamma_ray 476.8764 1498093235.1206
30.22788 251.0778 0 null gamma_ray 214.0951 1498093235.3333
42.7851 232.9071 0 null gamma_ray 455.8238 1498093235.3594
42.09086 232.5807 0 null gamma_ray 595.657 1498093235.5119
56.30088 160.885 0 null gamma_ray 36.63042 1498093235.6068
39.02887 244.6252 0 null gamma_ray 510.7953 1498093235.8271
38.4366 191.0591 0 null gamma_ray 146.3567 1498093235.9774
25.40571 266.5564 0 null gamma_ray 847.9091 1498093236.5165
58.14149 349.7287 0 null gamma_ray 527.7047 1498093236.5708
44.6861 236.2217 0 null gamma_ray 224.6888 1498093236.7136
14.08175 334.3229 0 null gamma_ray 108.9757 1498093236.8688
41.59882 237.7183 0 null gamma_ray 149.2196 1498093236.8808
36.55808 249.091 0 null gamma_ray 263.2738 1498093237.0719
42.19996 238.2092 0 null gamma_ray 2447.981 1498093237.3935
41.70582 205.9228 0 null gamma_ray 273.8843 1498093237.6378
39.38166 206.1631 0 null gamma_ray 273.1404 1498093237.8677
24.20385 86.67371 0 null gamma_ray 402.237 1498093237.9178
40.3217 270.3445 0 null gamma_ray 62.49924 1498093237.9746
30.88922 250.294 0 null gamma_ray 312.3143 1498093238.2423
40.57717 248.8577 0 null gamma_ray 1272.149 1498093238.2829
37.97442 246.9823 0 null gamma_ray 81.28262 1498093238.317
41.3918 239.2684 0 null gamma_ray 1339.261 1498093238.34
25.08319 263.7268 0 null gamma_ray 538.9559 1498093238.3624
69.74883 302.7667 0 null gamma_ray 48.73001 1498093238.4794
19.71645 272.9795 0 null gamma_ray 206.5181 1498093238.4913
43.58355 214.2502 0 null gamma_ray 737.3295 1498093238.6329
44.60404 227.64 0 null gamma_ray 226.6972 1498093238.6676
58.95369 324.8536 0 null gamma_ray 1030.272 1498093238.7643
29.54609 263.26 0 null gamma_ray 428.5162 1498093238.828
42.21417 238.816 0 null gamma_ray 124.3317 1498093239.6321
54.08018 109.1045 0 null gamma_ray 83.06758 1498093239.9901
50.66159 20.18049 0 null gamma_ray 32.83939 1498093239.9937
52.91506 312.0925 0 null gamma_ray 24.71046 1498093240.063
24.72364 269.2167 0 null gamma_ray 216.9947 1498093240.1097
43.75377 255.7059 0 null gamma_ray 76.54998 1498093240.2961
44.15929 226.2478 0 null gamma_ray 146.9897 1498093240.4952
36.51062 238.8165 0 null gamma_ray 620.3994 1498093240.9676
47.52853 29.12907 0 null gamma_ray 111.5254 1498093241.0791
31.69639 260.5457 0 null gamma_ray 5356.008 1498093241.4298
36.54414 230.7917 0 null gamma_ray 274.0557 1498093241.7053
42.32981 237.8925 0 null gamma_ray 64.01788 1498093241.8872
25.56773 273.6815 0 null gamma_ray 221.0657 1498093241.9878
23.65157 269.8755 0 null gamma_ray 548.6419 1498093242.2528
60.48558 352.4692 0 null gamma_ray 725.137 1498093242.4436
40.7462 235.2275 0 null gamma_ray 355.3109 1498093242.5233
25.556 267.097 0 null gamma_ray 1662.56 1498093242.6555
41.65674 210.0145 0 null gamma_ray 75.27272 1498093242.8176
33.17669 307.0461 0 null gamma_ray 162.4043 1498093243.3255
34.79436 255.2471 0 null gamma_ray 637.1451 1498093244.0183
29.20353 266.3724 0 null gamma_ray 483.4003 1498093244.1102
41.72261 203.959 0 null gamma_ray 223.211 1498093244.6262
25.03694 270.058 0 null gamma_ray 505.2619 1498093244.9807
40.96662 205.6181 0 null gamma_ray 658.7191 1498093245.3127
40.94905 200.3559 0 null gamma_ray 2394.601 1498093245.6569
33.89766 181.8185 0 null gamma_ray 921.975 1498093245.6787
54.65339 334.593 0 null gamma_ray 63.11305 1498093245.6899
42.85767 234.565 0 null gamma_ray 349.8775 1498093246.063
38.96722 252.1934 0 null gamma_ray 252.9061 1498093247.744
37.28153 217.4977 0 null gamma_ray 137.4043 1498093248.0597
23.48372 273.0881 0 null gamma_ray 1790.262 1498093248.6589
34.65409 115.138 0 null gamma_ray 655.2958 1498093249.0647
35.58607 250.7678 0 null gamma_ray 198.2394 1498093249.1245
44.43505 217.9608 0 null gamma_ray 555.9312 1498093249.3416
67.94415 359.6257 0 null gamma_ray 118.1684 1498093249.5272
22.70969 272.013 0 null gamma_ray 263.754 1498093249.8544
29.63749 257.758 0 null gamma_ray 664.9087 1498093250.0106
39.79021 236.8438 0 null gamma_ray 328.6382 1498093250.3283
41.99085 236.2418 0 null gamma_ray 378.2152 1498093250.5356
47.12165 201.593 0 null gamma_ray 132.4315 1498093250.6214
23.53173 274.9365 0 null gamma_ray 343.3695 1498093250.699
39.8847 246.5945 0 null gamma_ray 351.8492 1498093250.7931
42.92418 231.4133 0 null gamma_ray 188.8119 1498093250.8579
28.95436 253.7057 0 null gamma_ray 459.1167 1498093251.311
23.28014 270.7265 0 null gamma_ray 1126.495 1498093251.332
42.18663 196.5379 0 null gamma_ray 342.08 1498093251.3776
40.5795 246.0673 0 null gamma_ray 2527.355 1498093251.5581
24.38307 279.0441 0 null gamma_ray 257.3047 1498093251.8984
29.81324 258.0729 0 null gamma_ray 446.5624 1498093251.9513
58.33668 6.012115 0 null gamma_ray 569.0724 1498093252.0644
43.86196 210.8343 0 null gamma_ray 10850.95 1498093252.5942
30.85895 239.4169 0 null gamma_ray 597.9118 1498093252.6841
44.93071 231.1753 0 null gamma_ray 2542.883 1498093252.8353
44.4324 215.3358 0 null gamma_ray 232.0226 1498093253.0687
43.36224 211.9389 0 null gamma_ray 438.6208 1498093253.3879
41.97544 215.8013 0 null gamma_ray 195.7399 1498093253.4152
43.61037 224.4523 0 null gamma_ray 125.0933 1498093253.4279
34.31108 249.5985 0 null gamma_ray 211.6172 1498093253.5012
28.67765 263.2918 0 null gamma_ray 185.0462 1498093254.4779
10.17132 71.55612 0 null gamma_ray 254.9748 1498093254.4856
43.2276 226.3706 0 null gamma_ray 179.5858 1498093254.668
44.71005 213.1227 0 null gamma_ray 1138.639 1498093255.1309
27.11016 260.7249 0 null gamma_ray 2527.896 1498093255.3969
54.46875 13.46525 0 null gamma_ray 65.10596 1498093255.4929
28.58907 172.4081 0 null gamma_ray 224.9824 1498093255.6772
29.509 262.5518 0 null gamma_ray 408.2913 1498093255.8512
23.49893 272.877 0 null gamma_ray 472.5331 1498093256.0205
27.19977 262.6855 0 null gamma_ray 171.7207 1498093256.6128
18.74299 275.1404 0 null gamma_ray 718.9424 1498093257.1146
46.41335 219.857 0 null gamma_ray 43.96394 1498093257.182
39.22846 252.7722 0 null gamma_ray 102.1488 1498093257.4344
36.33145 255.3224 0 null gamma_ray 508.6924 1498093258.2461
62.43443 343.7574 0 null gamma_ray 61.69675 1498093258.2665
40.71358 253.6233 0 null gamma_ray 87.60779 1498093258.312
42.41139 218.5179 0 null gamma_ray 184.2172 1498093258.466
40.77813 234.7021 0 null gamma_ray 191.6315 1498093258.4864
41.88286 235.9574 0 null gamma_ray 997.8139 1498093258.7489
48.37147 53.7713 0 null gamma_ray 345.1219 1498093258.9025
52.54193 201.4671 0 null gamma_ray 29.38444 1498093258.9857
39.8427 242.3231 0 null gamma_ray 452.3776 1498093259.1
25.54075 269.2918 0 null gamma_ray 901.3694 1498093259.1682
34.42664 244.6312 0 null gamma_ray 838.9191 1498093260.6996
19.37133 31.58812 0 null gamma_ray 153.3382 1498093260.7568
38.11884 259.3383 0 null gamma_ray 244.9602 1498093261.9735
39.48021 245.729 0 null gamma_ray 294.8346 1498093262.1392
40.95493 197.2865 0 null gamma_ray 1458.186 1498093262.2655
55.78369 316.5603 0 null gamma_ray 174.0306 1498093262.3012
33.27763 239.827 0 null gamma_ray 643.4115 1498093262.3331
19.25211 276.7445 0 null gamma_ray 580.5624 1498093262.4226
34.18112 252.972 0 null gamma_ray 240.639 1498093262.6739
25.18531 302.861 0 null gamma_ray 176.2129 1498093262.7683
31.59112 255.5967 0 null gamma_ray 240.3026 1498093262.8873
42.50776 230.9423 0 null gamma_ray 96.30511 1498093262.9863
31.23883 264.2408 0 null gamma_ray 178.0142 1498093263.0211
35.34856 254.4448 0 null gamma_ray 1139.463 1498093263.0222
63.59988 331.2385 0 null gamma_ray 247.1112 1498093263.1819
66.15806 358.1169 0 null gamma_ray 28.13895 1498093263.2245
49.59241 314.66 0 null gamma_ray 86.14988 1498093263.2549
39.13439 288.3925 0 null gamma_ray 964.8568 1498093263.556
38.29823 211.0513 0 null gamma_ray 122.1595 1498093263.7622
45.71939 217.7419 0 null gamma_ray 192.6485 1498093264.0882
43.33593 222.2786 0 null gamma_ray 673.6562 1498093264.1738
44.71798 222.6576 0 null gamma_ray 629.0164 1498093265.1273
45.17509 222.8552 0 null gamma_ray 386.7644 1498093265.1386
75.16068 115.7805 0 null gamma_ray 40.34 1498093265.2947
27.80385 256.4041 0 null gamma_ray 314.1523 1498093265.363
22.37208 274.2572 0 null gamma_ray 410.1342 1498093265.4436
33.16672 222.13 0 null gamma_ray 138.1449 1498093265.6221
27.58974 301.3632 0 null gamma_ray 2281.551 1498093265.8519
32.0391 260.9264 0 null gamma_ray 270.0714 1498093266.1092
45.92196 228.6104 0 null gamma_ray 551.8029 1498093266.276
39.40523 198.7026 0 null gamma_ray 126.679 1498093266.4394
40.03349 248.3961 0 null gamma_ray 268.8842 1498093266.8269
67.26431 343.9328 0 null gamma_ray 38.29128 1498093266.918
46.19778 113.9577 0 null gamma_ray 51.13272 1498093266.9619
31.45817 94.40147 0 null gamma_ray 392.493 1498093267.0794
37.21014 189.6296 0 null gamma_ray 92.24386 1498093267.2171
55.55265 113.3527 0 null gamma_ray 20.18154 1498093267.4107
44.05138 230.2137 0 null gamma_ray 384.7554 1498093267.6154
35.24276 304.4182 0 null gamma_ray 504.268 1498093268.0428
54.6071 302.3944 0 null gamma_ray 5961.957 1498093268.6476
25.00833 246.3416 0 null gamma_ray 368.7258 1498093269.2228
53.75863 39.94934 0 null gamma_ray 81.67204 1498093269.3526
28.14421 268.4577 0 null gamma_ray 1318.832 1498093269.7244
39.19324 198.0148 0 null gamma_ray 1444.341 1498093269.996
33.76588 255.3962 0 null gamma_ray 1409.657 1498093270.1478
75.50121 21.34003 0 null gamma_ray 58.52616 1498093270.3903
35.40794 198.5298 0 null gamma_ray 374.813 1498093270.4385
86.95858 103.0787 0 null gamma_ray 322.0329 1498093270.5042
59.37632 47.9025 0 null gamma_ray 41.51587 1498093270.77
40.40313 228.3227 0 null gamma_ray 167.7873 1498093271.3292
44.01558 307.3936 0 null gamma_ray 884.6321 1498093271.7068
45.51662 261.8074 0 null gamma_ray 49.6301 1498093272.1096
40.2541 249.4951 0 null gamma_ray 234.2629 1498093272.8045
37.33627 249.8624 0 null gamma_ray 1086.23 1498093272.8524
36.55791 252.0189 0 null gamma_ray 279.4617 1498093273.6656
42.54319 216.8091 0 null gamma_ray 505.4174 1498093273.6799
14.06548 309.0536 0 null gamma_ray 486.6812 1498093273.8843
36.75631 241.6364 0 null gamma_ray 349.7822 1498093274.1285
26.92604 248.309 0 null gamma_ray 221.3677 1498093274.281
81.21142 227.5142 0 null gamma_ray 266.8485 1498093274.725
41.49453 215.0181 0 null gamma_ray 270.7282 1498093274.7672
85.86337 168.9347 0 null gamma_ray 30.57242 1498093276.0208
36.32602 259.0252 0 null gamma_ray 791.5256 1498093276.0819
41.23542 217.8472 0 null gamma_ray 533.4141 1498093276.3557
45.43014 56.12612 0 null gamma_ray 89.68576 1498093276.5319
35.67631 301.9687 0 null gamma_ray 3071.074 1498093276.7057
39.90817 7.406984 0 null gamma_ray 31.27502 1498093276.7794
46.85607 234.7888 0 null gamma_ray 372.2787 1498093276.8658
37.37285 192.2534 0 null gamma_ray 1689.962 1498093277.0253
41.68884 230.6327 0 null gamma_ray 627.7245 1498093277.2106
42.18716 209.1184 0 null gamma_ray 1892.307 1498093277.6686
43.35692 224.6458 0 null gamma_ray 784.6608 1498093277.8809
39.67465 247.8315 0 null gamma_ray 2130.051 1498093278.1992
42.06627 104.6326 0 null gamma_ray 289.1844 1498093278.2648
42.46362 219.2813 0 null gamma_ray 180.7059 1498093278.3285
44.37677 213.7916 0 null gamma_ray 656.2039 1498093278.6104
60.75912 23.64456 0 null gamma_ray 678.3254 1498093278.7525
40.5451 248.3669 0 null gamma_ray 213.6372 1498093279.0481
40.16899 248.6467 0 null gamma_ray 85.89092 1498093279.2336
60.35669 309.0462 0 null gamma_ray 1445.626 1498093279.3617
69.64072 49.27462 0 null gamma_ray 156.3269 1498093279.6729
44.38369 219.1667 0 null gamma_ray 502.9806 1498093279.6798
51.62078 348.3416 0 null gamma_ray 1230.064 1498093279.769
52.758 194.9819 0 null gamma_ray 45.30873 1498093279.9529
40.00893 248.7568 0 null gamma_ray 773.7476 1498093280.1758
44.13873 198.0948 0 null gamma_ray 224.9232 1498093280.3202
45.09572 225.8297 0 null gamma_ray 110.8102 1498093280.5804
37.97494 237.8418 0 null gamma_ray 319.5748 1498093280.7878
